"coord_ref_sys_code","coord_ref_sys_name","coord_sys_code","base_crs_code","projection_conv_code"
3384,"GDM2000 / Perak Grid",4400,4742,19886
3385,"GDM2000 / Kelantan Grid",4400,4742,19885
3386,"KKJ / Finland zone 0",4530,4123,18180
3387,"KKJ / Finland zone 5",4530,4123,18205
3388,"Pulkovo 1942 / Caspian Sea Mercator",4534,4284,19884
3389,"Pulkovo 1942 / 3-degree Gauss-Kruger zone 60",4530,4284,16099
3390,"Pulkovo 1995 / 3-degree Gauss-Kruger zone 60",4530,4200,16099
3391,"Karbala 1979 / UTM zone 37N",4400,4743,16037
3392,"Karbala 1979 / UTM zone 38N",4400,4743,16038
3393,"Karbala 1979 / UTM zone 39N",4400,4743,16039
3394,"Nahrwan 1934 / Iraq zone",4400,4744,19906
3395,"WGS 84 / World Mercator",4400,4326,19883
3396,"PD/83 / 3-degree Gauss-Kruger zone 3",4530,4746,16263
3397,"PD/83 / 3-degree Gauss-Kruger zone 4",4530,4746,16264
3398,"RD/83 / 3-degree Gauss-Kruger zone 4",4530,4745,16264
3399,"RD/83 / 3-degree Gauss-Kruger zone 5",4530,4745,16265
3400,"NAD83 / Alberta 10-TM (Forest)",4400,4269,19881
3401,"NAD83 / Alberta 10-TM (Resource)",4400,4269,19882
3402,"NAD83(CSRS) / Alberta 10-TM (Forest)",4400,4617,19881
3403,"NAD83(CSRS) / Alberta 10-TM (Resource)",4400,4617,19882
3404,"NAD83(HARN) / North Carolina (ftUS)",4497,4152,15346
3405,"VN-2000 / UTM zone 48N",4400,4756,16048
3406,"VN-2000 / UTM zone 49N",4400,4756,16049
3407,"Hong Kong 1963 Grid System",4502,4738,19896
3408,"NSIDC EASE-Grid North",4469,10346,3897
3409,"NSIDC EASE-Grid South",4470,10346,3898
3410,"NSIDC EASE-Grid Global",4499,10346,19869
3411,"NSIDC Sea Ice Polar Stereographic North",4468,10345,19865
3412,"NSIDC Sea Ice Polar Stereographic South",4470,10345,19866
3413,"WGS 84 / NSIDC Sea Ice Polar Stereographic North",4468,4326,19865
3414,"SVY21 / Singapore TM",4500,4757,19864
3415,"WGS 72BE / South China Sea Lambert",4400,4324,19863
3416,"ETRS89 / Austria Lambert",4530,4258,19947
3417,"NAD83 / Iowa North (ftUS)",4497,4269,15377
3418,"NAD83 / Iowa South (ftUS)",4497,4269,15378
3419,"NAD83 / Kansas North (ftUS)",4497,4269,15379
3420,"NAD83 / Kansas South (ftUS)",4497,4269,15380
3421,"NAD83 / Nevada East (ftUS)",4497,4269,15381
3422,"NAD83 / Nevada Central (ftUS)",4497,4269,15382
3423,"NAD83 / Nevada West (ftUS)",4497,4269,15383
3424,"NAD83 / New Jersey (ftUS)",4497,4269,15384
3425,"NAD83(HARN) / Iowa North (ftUS)",4497,4152,15377
3426,"NAD83(HARN) / Iowa South (ftUS)",4497,4152,15378
3427,"NAD83(HARN) / Kansas North (ftUS)",4497,4152,15379
3428,"NAD83(HARN) / Kansas South (ftUS)",4497,4152,15380
3429,"NAD83(HARN) / Nevada East (ftUS)",4497,4152,15381
3430,"NAD83(HARN) / Nevada Central (ftUS)",4497,4152,15382
3431,"NAD83(HARN) / Nevada West (ftUS)",4497,4152,15383
3432,"NAD83(HARN) / New Jersey (ftUS)",4497,4152,15384
3433,"NAD83 / Arkansas North (ftUS)",4497,4269,15385
3434,"NAD83 / Arkansas South (ftUS)",4497,4269,15386
3435,"NAD83 / Illinois East (ftUS)",4497,4269,15387
3436,"NAD83 / Illinois West (ftUS)",4497,4269,15388
3437,"NAD83 / New Hampshire (ftUS)",4497,4269,15389
3438,"NAD83 / Rhode Island (ftUS)",4497,4269,15390
3439,"PSD93 / UTM zone 39N",4400,4134,16039
3440,"PSD93 / UTM zone 40N",4400,4134,16040
3441,"NAD83(HARN) / Arkansas North (ftUS)",4497,4152,15385
3442,"NAD83(HARN) / Arkansas South (ftUS)",4497,4152,15386
3443,"NAD83(HARN) / Illinois East (ftUS)",4497,4152,15387
3444,"NAD83(HARN) / Illinois West (ftUS)",4497,4152,15388
3445,"NAD83(HARN) / New Hampshire (ftUS)",4497,4152,15389
3446,"NAD83(HARN) / Rhode Island (ftUS)",4497,4152,15390
3447,"ETRS89 / Belgian Lambert 2005",4499,4258,19862
3448,"JAD2001 / Jamaica Metric Grid",4400,4758,19860
3449,"JAD2001 / UTM zone 17N",4400,4758,16017
3450,"JAD2001 / UTM zone 18N",4400,4758,16018
3451,"NAD83 / Louisiana North (ftUS)",4497,4269,15391
3452,"NAD83 / Louisiana South (ftUS)",4497,4269,15392
3453,"NAD83 / Louisiana Offshore (ftUS)",4497,4269,15393
3455,"NAD83 / South Dakota South (ftUS)",4497,4269,15395
3456,"NAD83(HARN) / Louisiana North (ftUS)",4497,4152,15391
3457,"NAD83(HARN) / Louisiana South (ftUS)",4497,4152,15392
3458,"NAD83(HARN) / South Dakota North (ftUS)",4497,4152,15394
3459,"NAD83(HARN) / South Dakota South (ftUS)",4497,4152,15395
3460,"Fiji 1986 / Fiji Map Grid",4400,4720,19859
3461,"Dabola 1981 / UTM zone 28N",4400,4155,16028
3462,"Dabola 1981 / UTM zone 29N",4400,4155,16029
3463,"NAD83 / Maine CS2000 Central",4499,4269,11854
3464,"NAD83(HARN) / Maine CS2000 Central",4499,4152,11854
3465,"NAD83(NSRS2007) / Alabama East",4499,4759,10131
3466,"NAD83(NSRS2007) / Alabama West",4499,4759,10132
3467,"NAD83(NSRS2007) / Alaska Albers",4499,4759,15021
3468,"NAD83(NSRS2007) / Alaska zone 1",4499,4759,15031
3469,"NAD83(NSRS2007) / Alaska zone 2",4499,4759,15032
3470,"NAD83(NSRS2007) / Alaska zone 3",4499,4759,15033
3471,"NAD83(NSRS2007) / Alaska zone 4",4499,4759,15034
3472,"NAD83(NSRS2007) / Alaska zone 5",4499,4759,15035
3473,"NAD83(NSRS2007) / Alaska zone 6",4499,4759,15036
3474,"NAD83(NSRS2007) / Alaska zone 7",4499,4759,15037
3475,"NAD83(NSRS2007) / Alaska zone 8",4499,4759,15038
3476,"NAD83(NSRS2007) / Alaska zone 9",4499,4759,15039
3477,"NAD83(NSRS2007) / Alaska zone 10",4499,4759,15040
3478,"NAD83(NSRS2007) / Arizona Central",4499,4759,10232
3479,"NAD83(NSRS2007) / Arizona Central (ft)",4495,4759,15305
3480,"NAD83(NSRS2007) / Arizona East",4499,4759,10231
3481,"NAD83(NSRS2007) / Arizona East (ft)",4495,4759,15304
3482,"NAD83(NSRS2007) / Arizona West",4499,4759,10233
3483,"NAD83(NSRS2007) / Arizona West (ft)",4495,4759,15306
3484,"NAD83(NSRS2007) / Arkansas North",4499,4759,10331
3485,"NAD83(NSRS2007) / Arkansas North (ftUS)",4497,4759,15385
3486,"NAD83(NSRS2007) / Arkansas South",4499,4759,10332
3487,"NAD83(NSRS2007) / Arkansas South (ftUS)",4497,4759,15386
3488,"NAD83(NSRS2007) / California Albers",4499,4759,10420
3489,"NAD83(NSRS2007) / California zone 1",4499,4759,10431
3490,"NAD83(NSRS2007) / California zone 1 (ftUS)",4497,4759,15307
3491,"NAD83(NSRS2007) / California zone 2",4499,4759,10432
3492,"NAD83(NSRS2007) / California zone 2 (ftUS)",4497,4759,15308
3493,"NAD83(NSRS2007) / California zone 3",4499,4759,10433
3494,"NAD83(NSRS2007) / California zone 3 (ftUS)",4497,4759,15309
3495,"NAD83(NSRS2007) / California zone 4",4499,4759,10434
3496,"NAD83(NSRS2007) / California zone 4 (ftUS)",4497,4759,15310
3497,"NAD83(NSRS2007) / California zone 5",4499,4759,10435
3498,"NAD83(NSRS2007) / California zone 5 (ftUS)",4497,4759,15311
3499,"NAD83(NSRS2007) / California zone 6",4499,4759,10436
3500,"NAD83(NSRS2007) / California zone 6 (ftUS)",4497,4759,15312
3501,"NAD83(NSRS2007) / Colorado Central",4499,4759,10532
3502,"NAD83(NSRS2007) / Colorado Central (ftUS)",4497,4759,15314
3503,"NAD83(NSRS2007) / Colorado North",4499,4759,10531
3504,"NAD83(NSRS2007) / Colorado North (ftUS)",4497,4759,15313
3505,"NAD83(NSRS2007) / Colorado South",4499,4759,10533
3506,"NAD83(NSRS2007) / Colorado South (ftUS)",4497,4759,15315
3507,"NAD83(NSRS2007) / Connecticut",4499,4759,10630
3508,"NAD83(NSRS2007) / Connecticut (ftUS)",4497,4759,15316
3509,"NAD83(NSRS2007) / Delaware",4499,4759,10730
3510,"NAD83(NSRS2007) / Delaware (ftUS)",4497,4759,15317
3511,"NAD83(NSRS2007) / Florida East",4499,4759,10931
3512,"NAD83(NSRS2007) / Florida East (ftUS)",4497,4759,15318
3513,"NAD83(NSRS2007) / Florida GDL Albers",4499,4759,10934
3514,"NAD83(NSRS2007) / Florida North",4499,4759,10933
3515,"NAD83(NSRS2007) / Florida North (ftUS)",4497,4759,15320
3516,"NAD83(NSRS2007) / Florida West",4499,4759,10932
3517,"NAD83(NSRS2007) / Florida West (ftUS)",4497,4759,15319
3518,"NAD83(NSRS2007) / Georgia East",4499,4759,11031
3519,"NAD83(NSRS2007) / Georgia East (ftUS)",4497,4759,15321
3520,"NAD83(NSRS2007) / Georgia West",4499,4759,11032
3521,"NAD83(NSRS2007) / Georgia West (ftUS)",4497,4759,15322
3522,"NAD83(NSRS2007) / Idaho Central",4499,4759,11132
3523,"NAD83(NSRS2007) / Idaho Central (ftUS)",4497,4759,15324
3524,"NAD83(NSRS2007) / Idaho East",4499,4759,11131
3525,"NAD83(NSRS2007) / Idaho East (ftUS)",4497,4759,15323
3526,"NAD83(NSRS2007) / Idaho West",4499,4759,11133
3527,"NAD83(NSRS2007) / Idaho West (ftUS)",4497,4759,15325
3528,"NAD83(NSRS2007) / Illinois East",4499,4759,11231
3529,"NAD83(NSRS2007) / Illinois East (ftUS)",4497,4759,15387
3530,"NAD83(NSRS2007) / Illinois West",4499,4759,11232
3531,"NAD83(NSRS2007) / Illinois West (ftUS)",4497,4759,15388
3532,"NAD83(NSRS2007) / Indiana East",4499,4759,11331
3533,"NAD83(NSRS2007) / Indiana East (ftUS)",4497,4759,15372
3534,"NAD83(NSRS2007) / Indiana West",4499,4759,11332
3535,"NAD83(NSRS2007) / Indiana West (ftUS)",4497,4759,15373
3536,"NAD83(NSRS2007) / Iowa North",4499,4759,11431
3537,"NAD83(NSRS2007) / Iowa North (ftUS)",4497,4759,15377
3538,"NAD83(NSRS2007) / Iowa South",4499,4759,11432
3539,"NAD83(NSRS2007) / Iowa South (ftUS)",4497,4759,15378
3540,"NAD83(NSRS2007) / Kansas North",4499,4759,11531
3541,"NAD83(NSRS2007) / Kansas North (ftUS)",4497,4759,15379
3542,"NAD83(NSRS2007) / Kansas South",4499,4759,11532
3543,"NAD83(NSRS2007) / Kansas South (ftUS)",4497,4759,15380
3544,"NAD83(NSRS2007) / Kentucky North",4499,4759,15303
3545,"NAD83(NSRS2007) / Kentucky North (ftUS)",4497,4759,15328
3546,"NAD83(NSRS2007) / Kentucky Single Zone",4499,4759,11630
3547,"NAD83(NSRS2007) / Kentucky Single Zone (ftUS)",4497,4759,15375
3548,"NAD83(NSRS2007) / Kentucky South",4499,4759,11632
3549,"NAD83(NSRS2007) / Kentucky South (ftUS)",4497,4759,15329
3550,"NAD83(NSRS2007) / Louisiana North",4499,4759,11731
3551,"NAD83(NSRS2007) / Louisiana North (ftUS)",4497,4759,15391
3552,"NAD83(NSRS2007) / Louisiana South",4499,4759,11732
3553,"NAD83(NSRS2007) / Louisiana South (ftUS)",4497,4759,15392
3554,"NAD83(NSRS2007) / Maine CS2000 Central",4499,4759,11854
3555,"NAD83(NSRS2007) / Maine CS2000 East",4499,4759,11851
3556,"NAD83(NSRS2007) / Maine CS2000 West",4499,4759,11853
3557,"NAD83(NSRS2007) / Maine East",4499,4759,11831
3558,"NAD83(NSRS2007) / Maine West",4499,4759,11832
3559,"NAD83(NSRS2007) / Maryland",4499,4759,11930
3560,"NAD83 / Utah North (ftUS)",4497,4269,15297
3561,"Old Hawaiian / Hawaii zone 1",4497,4135,15101
3562,"Old Hawaiian / Hawaii zone 2",4497,4135,15102
3563,"Old Hawaiian / Hawaii zone 3",4497,4135,15103
3564,"Old Hawaiian / Hawaii zone 4",4497,4135,15104
3565,"Old Hawaiian / Hawaii zone 5",4497,4135,15105
3566,"NAD83 / Utah Central (ftUS)",4497,4269,15298
3567,"NAD83 / Utah South (ftUS)",4497,4269,15299
3568,"NAD83(HARN) / Utah North (ftUS)",4497,4152,15297
3569,"NAD83(HARN) / Utah Central (ftUS)",4497,4152,15298
3570,"NAD83(HARN) / Utah South (ftUS)",4497,4152,15299
3571,"WGS 84 / North Pole LAEA Bering Sea",4464,4326,17295
3572,"WGS 84 / North Pole LAEA Alaska",4467,4326,17296
3573,"WGS 84 / North Pole LAEA Canada",4466,4326,17297
3574,"WGS 84 / North Pole LAEA Atlantic",4465,4326,17298
3575,"WGS 84 / North Pole LAEA Europe",4463,4326,17299
3576,"WGS 84 / North Pole LAEA Russia",1035,4326,17300
3577,"GDA94 / Australian Albers",4400,4283,17365
3578,"NAD83 / Yukon Albers",4400,4269,19858
3579,"NAD83(CSRS) / Yukon Albers",4400,4617,19858
3580,"NAD83 / NWT Lambert",4400,4269,19857
3581,"NAD83(CSRS) / NWT Lambert",4400,4617,19857
3582,"NAD83(NSRS2007) / Maryland (ftUS)",4497,4759,15330
3583,"NAD83(NSRS2007) / Massachusetts Island",4499,4759,12032
3584,"NAD83(NSRS2007) / Massachusetts Island (ftUS)",4497,4759,15332
3585,"NAD83(NSRS2007) / Massachusetts Mainland",4499,4759,12031
3586,"NAD83(NSRS2007) / Massachusetts Mainland (ftUS)",4497,4759,15331
3587,"NAD83(NSRS2007) / Michigan Central",4499,4759,12142
3588,"NAD83(NSRS2007) / Michigan Central (ft)",4495,4759,15334
3589,"NAD83(NSRS2007) / Michigan North",4499,4759,12141
3590,"NAD83(NSRS2007) / Michigan North (ft)",4495,4759,15333
3591,"NAD83(NSRS2007) / Michigan Oblique Mercator",4499,4759,12150
3592,"NAD83(NSRS2007) / Michigan South",4499,4759,12143
3593,"NAD83(NSRS2007) / Michigan South (ft)",4495,4759,15335
3594,"NAD83(NSRS2007) / Minnesota Central",4499,4759,12232
3595,"NAD83(NSRS2007) / Minnesota North",4499,4759,12231
3596,"NAD83(NSRS2007) / Minnesota South",4499,4759,12233
3597,"NAD83(NSRS2007) / Mississippi East",4499,4759,12331
3598,"NAD83(NSRS2007) / Mississippi East (ftUS)",4497,4759,15336
3599,"NAD83(NSRS2007) / Mississippi West",4499,4759,12332
3600,"NAD83(NSRS2007) / Mississippi West (ftUS)",4497,4759,15337
3601,"NAD83(NSRS2007) / Missouri Central",4499,4759,12432
3602,"NAD83(NSRS2007) / Missouri East",4499,4759,12431
3603,"NAD83(NSRS2007) / Missouri West",4499,4759,12433
3604,"NAD83(NSRS2007) / Montana",4499,4759,12530
3605,"NAD83(NSRS2007) / Montana (ft)",4495,4759,15338
3606,"NAD83(NSRS2007) / Nebraska",4499,4759,12630
3607,"NAD83(NSRS2007) / Nevada Central",4499,4759,12732
3608,"NAD83(NSRS2007) / Nevada Central (ftUS)",4497,4759,15382
3609,"NAD83(NSRS2007) / Nevada East",4499,4759,12731
3610,"NAD83(NSRS2007) / Nevada East (ftUS)",4497,4759,15381
3611,"NAD83(NSRS2007) / Nevada West",4499,4759,12733
3612,"NAD83(NSRS2007) / Nevada West (ftUS)",4497,4759,15383
3613,"NAD83(NSRS2007) / New Hampshire",4499,4759,12830
3614,"NAD83(NSRS2007) / New Hampshire (ftUS)",4497,4759,15389
3615,"NAD83(NSRS2007) / New Jersey",4499,4759,12930
3616,"NAD83(NSRS2007) / New Jersey (ftUS)",4497,4759,15384
3617,"NAD83(NSRS2007) / New Mexico Central",4499,4759,13032
3618,"NAD83(NSRS2007) / New Mexico Central (ftUS)",4497,4759,15340
3619,"NAD83(NSRS2007) / New Mexico East",4499,4759,13031
3620,"NAD83(NSRS2007) / New Mexico East (ftUS)",4497,4759,15339
3621,"NAD83(NSRS2007) / New Mexico West",4499,4759,13033
3622,"NAD83(NSRS2007) / New Mexico West (ftUS)",4497,4759,15341
3623,"NAD83(NSRS2007) / New York Central",4499,4759,13132
3624,"NAD83(NSRS2007) / New York Central (ftUS)",4497,4759,15343
3625,"NAD83(NSRS2007) / New York East",4499,4759,13131
3626,"NAD83(NSRS2007) / New York East (ftUS)",4497,4759,15342
3627,"NAD83(NSRS2007) / New York Long Island",4499,4759,13134
3628,"NAD83(NSRS2007) / New York Long Island (ftUS)",4497,4759,15345
3629,"NAD83(NSRS2007) / New York West",4499,4759,13133
3630,"NAD83(NSRS2007) / New York West (ftUS)",4497,4759,15344
3631,"NAD83(NSRS2007) / North Carolina",4499,4759,13230
3632,"NAD83(NSRS2007) / North Carolina (ftUS)",4497,4759,15346
3633,"NAD83(NSRS2007) / North Dakota North",4499,4759,13331
3634,"NAD83(NSRS2007) / North Dakota North (ft)",4495,4759,15347
3635,"NAD83(NSRS2007) / North Dakota South",4499,4759,13332
3636,"NAD83(NSRS2007) / North Dakota South (ft)",4495,4759,15348
3637,"NAD83(NSRS2007) / Ohio North",4499,4759,13431
3638,"NAD83(NSRS2007) / Ohio South",4499,4759,13432
3639,"NAD83(NSRS2007) / Oklahoma North",4499,4759,13531
3640,"NAD83(NSRS2007) / Oklahoma North (ftUS)",4497,4759,15349
3641,"NAD83(NSRS2007) / Oklahoma South",4499,4759,13532
3642,"NAD83(NSRS2007) / Oklahoma South (ftUS)",4497,4759,15350
3643,"NAD83(NSRS2007) / Oregon LCC (m)",4499,4759,13633
3644,"NAD83(NSRS2007) / Oregon GIC Lambert (ft)",4495,4759,15374
3645,"NAD83(NSRS2007) / Oregon North",4499,4759,13631
3646,"NAD83(NSRS2007) / Oregon North (ft)",4495,4759,15351
3647,"NAD83(NSRS2007) / Oregon South",4499,4759,13632
3648,"NAD83(NSRS2007) / Oregon South (ft)",4495,4759,15352
3649,"NAD83(NSRS2007) / Pennsylvania North",4499,4759,13731
3650,"NAD83(NSRS2007) / Pennsylvania North (ftUS)",4497,4759,15353
3651,"NAD83(NSRS2007) / Pennsylvania South",4499,4759,13732
3652,"NAD83(NSRS2007) / Pennsylvania South (ftUS)",4497,4759,15354
3653,"NAD83(NSRS2007) / Rhode Island",4499,4759,13830
3654,"NAD83(NSRS2007) / Rhode Island (ftUS)",4497,4759,15390
3655,"NAD83(NSRS2007) / South Carolina",4499,4759,13930
3656,"NAD83(NSRS2007) / South Carolina (ft)",4495,4759,15355
3657,"NAD83(NSRS2007) / South Dakota North",4499,4759,14031
3658,"NAD83(NSRS2007) / South Dakota North (ftUS)",4497,4759,15394
3659,"NAD83(NSRS2007) / South Dakota South",4499,4759,14032
3660,"NAD83(NSRS2007) / South Dakota South (ftUS)",4497,4759,15395
3661,"NAD83(NSRS2007) / Tennessee",4499,4759,14130
3662,"NAD83(NSRS2007) / Tennessee (ftUS)",4497,4759,15356
3663,"NAD83(NSRS2007) / Texas Central",4499,4759,14233
3664,"NAD83(NSRS2007) / Texas Central (ftUS)",4497,4759,15359
3665,"NAD83(NSRS2007) / Texas Centric Albers Equal Area",4499,4759,14254
3666,"NAD83(NSRS2007) / Texas Centric Lambert Conformal",4499,4759,14253
3667,"NAD83(NSRS2007) / Texas North",4499,4759,14231
3668,"NAD83(NSRS2007) / Texas North (ftUS)",4497,4759,15357
3669,"NAD83(NSRS2007) / Texas North Central",4499,4759,14232
3670,"NAD83(NSRS2007) / Texas North Central (ftUS)",4497,4759,15358
3671,"NAD83(NSRS2007) / Texas South",4499,4759,14235
3672,"NAD83(NSRS2007) / Texas South (ftUS)",4497,4759,15361
3673,"NAD83(NSRS2007) / Texas South Central",4499,4759,14234
3674,"NAD83(NSRS2007) / Texas South Central (ftUS)",4497,4759,15360
3675,"NAD83(NSRS2007) / Utah Central",4499,4759,14332
3676,"NAD83(NSRS2007) / Utah Central (ft)",4495,4759,15363
3677,"NAD83(NSRS2007) / Utah Central (ftUS)",4497,4759,15298
3678,"NAD83(NSRS2007) / Utah North",4499,4759,14331
3679,"NAD83(NSRS2007) / Utah North (ft)",4495,4759,15362
3680,"NAD83(NSRS2007) / Utah North (ftUS)",4497,4759,15297
3681,"NAD83(NSRS2007) / Utah South",4499,4759,14333
3682,"NAD83(NSRS2007) / Utah South (ft)",4495,4759,15364
3683,"NAD83(NSRS2007) / Utah South (ftUS)",4497,4759,15299
3684,"NAD83(NSRS2007) / Vermont",4499,4759,14430
3685,"NAD83(NSRS2007) / Virginia North",4499,4759,14531
3686,"NAD83(NSRS2007) / Virginia North (ftUS)",4497,4759,15365
3687,"NAD83(NSRS2007) / Virginia South",4499,4759,14532
3688,"NAD83(NSRS2007) / Virginia South (ftUS)",4497,4759,15366
3689,"NAD83(NSRS2007) / Washington North",4499,4759,14631
3690,"NAD83(NSRS2007) / Washington North (ftUS)",4497,4759,15367
3691,"NAD83(NSRS2007) / Washington South",4499,4759,14632
3692,"NAD83(NSRS2007) / Washington South (ftUS)",4497,4759,15368
3693,"NAD83(NSRS2007) / West Virginia North",4499,4759,14731
3694,"NAD83(NSRS2007) / West Virginia South",4499,4759,14732
3695,"NAD83(NSRS2007) / Wisconsin Central",4499,4759,14832
3696,"NAD83(NSRS2007) / Wisconsin Central (ftUS)",4497,4759,15370
3697,"NAD83(NSRS2007) / Wisconsin North",4499,4759,14831
3698,"NAD83(NSRS2007) / Wisconsin North (ftUS)",4497,4759,15369
3699,"NAD83(NSRS2007) / Wisconsin South",4499,4759,14833
3700,"NAD83(NSRS2007) / Wisconsin South (ftUS)",4497,4759,15371
3701,"NAD83(NSRS2007) / Wisconsin Transverse Mercator",4499,4759,14841
3702,"NAD83(NSRS2007) / Wyoming East",4499,4759,14931
3703,"NAD83(NSRS2007) / Wyoming East Central",4499,4759,14932
3704,"NAD83(NSRS2007) / Wyoming West Central",4499,4759,14933
3705,"NAD83(NSRS2007) / Wyoming West",4499,4759,14934
3706,"NAD83(NSRS2007) / UTM zone 59N",4400,4759,16059
3707,"NAD83(NSRS2007) / UTM zone 60N",4400,4759,16060
3708,"NAD83(NSRS2007) / UTM zone 1N",4400,4759,16001
3709,"NAD83(NSRS2007) / UTM zone 2N",4400,4759,16002
3710,"NAD83(NSRS2007) / UTM zone 3N",4400,4759,16003
3711,"NAD83(NSRS2007) / UTM zone 4N",4400,4759,16004
3712,"NAD83(NSRS2007) / UTM zone 5N",4400,4759,16005
3713,"NAD83(NSRS2007) / UTM zone 6N",4400,4759,16006
3714,"NAD83(NSRS2007) / UTM zone 7N",4400,4759,16007
3715,"NAD83(NSRS2007) / UTM zone 8N",4400,4759,16008
3716,"NAD83(NSRS2007) / UTM zone 9N",4400,4759,16009
3717,"NAD83(NSRS2007) / UTM zone 10N",4400,4759,16010
3718,"NAD83(NSRS2007) / UTM zone 11N",4400,4759,16011
3719,"NAD83(NSRS2007) / UTM zone 12N",4400,4759,16012
3720,"NAD83(NSRS2007) / UTM zone 13N",4400,4759,16013
3721,"NAD83(NSRS2007) / UTM zone 14N",4400,4759,16014
3722,"NAD83(NSRS2007) / UTM zone 15N",4400,4759,16015
3723,"NAD83(NSRS2007) / UTM zone 16N",4400,4759,16016
3724,"NAD83(NSRS2007) / UTM zone 17N",4400,4759,16017
3725,"NAD83(NSRS2007) / UTM zone 18N",4400,4759,16018
3726,"NAD83(NSRS2007) / UTM zone 19N",4400,4759,16019
3727,"Reunion 1947 / TM Reunion",4499,4626,19856
3728,"NAD83(NSRS2007) / Ohio North (ftUS)",4497,4759,13433
3729,"NAD83(NSRS2007) / Ohio South (ftUS)",4497,4759,13434
3730,"NAD83(NSRS2007) / Wyoming East (ftUS)",4497,4759,14935
3731,"NAD83(NSRS2007) / Wyoming East Central (ftUS)",4497,4759,14936
3732,"NAD83(NSRS2007) / Wyoming West Central (ftUS)",4497,4759,14937
3733,"NAD83(NSRS2007) / Wyoming West (ftUS)",4497,4759,14938
3734,"NAD83 / Ohio North (ftUS)",4497,4269,13433
3735,"NAD83 / Ohio South (ftUS)",4497,4269,13434
3736,"NAD83 / Wyoming East (ftUS)",4497,4269,14935
3737,"NAD83 / Wyoming East Central (ftUS)",4497,4269,14936
3738,"NAD83 / Wyoming West Central (ftUS)",4497,4269,14937
3739,"NAD83 / Wyoming West (ftUS)",4497,4269,14938
3740,"NAD83(HARN) / UTM zone 10N",4400,4152,16010
3741,"NAD83(HARN) / UTM zone 11N",4400,4152,16011
3742,"NAD83(HARN) / UTM zone 12N",4400,4152,16012
3743,"NAD83(HARN) / UTM zone 13N",4400,4152,16013
3744,"NAD83(HARN) / UTM zone 14N",4400,4152,16014
3745,"NAD83(HARN) / UTM zone 15N",4400,4152,16015
3746,"NAD83(HARN) / UTM zone 16N",4400,4152,16016
3747,"NAD83(HARN) / UTM zone 17N",4400,4152,16017
3748,"NAD83(HARN) / UTM zone 18N",4400,4152,16018
3749,"NAD83(HARN) / UTM zone 19N",4400,4152,16019
3750,"NAD83(HARN) / UTM zone 4N",4400,4152,16004
3751,"NAD83(HARN) / UTM zone 5N",4400,4152,16005
3753,"NAD83(HARN) / Ohio North (ftUS)",4497,4152,13433
3754,"NAD83(HARN) / Ohio South (ftUS)",4497,4152,13434
3755,"NAD83(HARN) / Wyoming East (ftUS)",4497,4152,14935
3756,"NAD83(HARN) / Wyoming East Central (ftUS)",4497,4152,14936
3757,"NAD83(HARN) / Wyoming West Central (ftUS)",4497,4152,14937
3758,"NAD83(HARN) / Wyoming West (ftUS)",4497,4152,14938
3759,"NAD83 / Hawaii zone 3 (ftUS)",4497,4269,15138
3760,"NAD83(HARN) / Hawaii zone 3 (ftUS)",4497,4152,15138
3761,"NAD83(CSRS) / UTM zone 22N",4400,4617,16022
3762,"WGS 84 / South Georgia Lambert",4400,4326,19854
3763,"ETRS89 / Portugal TM06",4499,4258,19853
3764,"NZGD2000 / Chatham Island Circuit 2000",4500,4167,17959
3765,"HTRS96 / Croatia TM",4400,4761,19851
3766,"HTRS96 / Croatia LCC",4400,4761,19852
3767,"HTRS96 / UTM zone 33N",4400,4761,16033
3768,"HTRS96 / UTM zone 34N",4400,4761,16034
3769,"Bermuda 1957 / UTM zone 20N",4400,4216,16020
3770,"BDA2000 / Bermuda 2000 National Grid",4400,4762,19849
3771,"NAD27 / Alberta 3TM ref merid 111 W",4400,4267,17722
3772,"NAD27 / Alberta 3TM ref merid 114 W",4400,4267,17723
3773,"NAD27 / Alberta 3TM ref merid 117 W",4400,4267,17724
